name,country_code,year,surface_temp
Iceland,ISL,1962,-5.6880784
Iceland,ISL,1962,-6.161086
Iceland,ISL,1963,-8.07895
Iceland,ISL,1963,-6.213762
Iceland,ISL,1963,-1.4949948
Iceland,ISL,1963,-2.2373526
Iceland,ISL,1963,-0.28503183
Iceland,ISL,1963,6.0382295
Iceland,ISL,1963,6.024954
Iceland,ISL,1963,5.3927903
Iceland,ISL,1963,1.2199678
Iceland,ISL,1963,-0.49980325
Iceland,ISL,1963,-7.2176857
Iceland,ISL,1963,-4.915642
Iceland,ISL,1964,-2.668952
Iceland,ISL,1964,-3.6465
Iceland,ISL,1964,8.342716E-4
Iceland,ISL,1964,-2.0508542
Iceland,ISL,1964,1.6025122
Iceland,ISL,1964,4.0963526
Iceland,ISL,1964,6.393883
Iceland,ISL,1964,4.885065
Iceland,ISL,1964,1.6359141
Iceland,ISL,1964,-0.2539355
Iceland,ISL,1964,-3.4597912
Iceland,ISL,1964,-8.854573
Iceland,ISL,1965,-6.084171
Iceland,ISL,1965,-2.3997252
Iceland,ISL,1965,-9.38678
Iceland,ISL,1965,-3.095618
Iceland,ISL,1965,1.0216618
Iceland,ISL,1965,4.346453
Iceland,ISL,1965,7.265509
Iceland,ISL,1965,5.626294
Iceland,ISL,1965,2.0213609
Iceland,ISL,1965,2.6553483
Iceland,ISL,1965,-5.770791
Iceland,ISL,1965,-9.4172535
Iceland,ISL,1966,-8.432209
Iceland,ISL,1966,-9.239832
Iceland,ISL,1966,-7.2386146
Iceland,ISL,1966,-2.70539
Iceland,ISL,1966,-0.13089003
Iceland,ISL,1966,5.5503345
Iceland,ISL,1966,6.404206
Iceland,ISL,1966,6.0433483
Iceland,ISL,1966,3.1227539
Iceland,ISL,1966,-2.4243703
Iceland,ISL,1966,-6.035815
Iceland,ISL,1966,-8.329661
Iceland,ISL,1967,-3.4559624
Iceland,ISL,1967,-2.631195
Iceland,ISL,1967,-7.875426
Iceland,ISL,1967,-2.3320205
Iceland,ISL,1967,-0.42832795
Iceland,ISL,1967,4.234222
Iceland,ISL,1967,5.970957
Iceland,ISL,1967,6.3537965
Iceland,ISL,1967,4.8636675
Iceland,ISL,1967,-2.008
Iceland,ISL,1967,-4.3431993
Iceland,ISL,1967,-5.4233184
Iceland,ISL,1968,-6.829202
Iceland,ISL,1968,-6.2306275
Iceland,ISL,1968,-5.703663
Iceland,ISL,1968,-2.2857597
Iceland,ISL,1968,-0.43087512
Iceland,ISL,1968,3.8839986
Iceland,ISL,1968,8.158892
Iceland,ISL,1968,6.630203
